,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
8360,https://www.google.com.tw/maps/place/Tonight%E9%A4%90%E9%85%92%E9%A4%A8+Bistro%26Lounge/data=!4m7!3m6!1s0x3442ab8f0ae5dfcb:0x2d8b0dc28d5ca1f2!8m2!3d25.0396499!4d121.555062!16s%2Fg%2F11s4h3m2_5!19sChIJy9_lCo-rQjQR8qFcjcINiy0?authuser=0&hl=zh-TW&rclk=1,Tonight餐酒館 Bistro&Lounge,4.9,小餐館 (Bistro),95.0,, 106台北市大安區延吉街157之一號,Plus Code: 2HQ4+V2 大安區 台北市,1,1,0,0,星期二、18:00 到 02:00; 星期三、18:00 到 02:00; 星期四、18:00 到 02:00; 星期五、18:00 到 03:00; 星期六、18:00 到 03:00; 星期日、18:00 到 02:00; 星期一、18:00 到 02:00. 隱藏本週營業時間,https://inline.app/booking/-N99gdIJBp0rNcdBOq6D:inline-live-1/-N99gdYKzSTAkWfFRWhE, 02 2741 8399,,2022-11-22,8360,8360_Toni
8364,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%96%B0%E7%86%B1%E7%82%92/data=!4m7!3m6!1s0x3442ab086a61a13b:0xfe1998e23a816755!8m2!3d25.0592092!4d121.5391211!16s%2Fg%2F11hkbpjs3s!19sChIJO6FhagirQjQRVWeBOuKYGf4?authuser=0&hl=zh-TW&rclk=1,大新熱炒,4.0,小餐館 (Bistro),76.0,, 104台北市中山區合江街118號,Plus Code: 3G5Q+MJ 中山區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 21:00; 星期三、11:00 到 14:00、17:00 到 21:00; 星期四、11:00 到 14:00、17:00 到 21:00; 星期五、11:00 到 14:00、17:00 到 21:00; 星期六、11:00 到 14:00、17:00 到 21:00; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 21:00. 隱藏本週營業時間,https://bistro-1557.business.site/?utm_source=gmb&utm_medium=referral, 02 2506 8225,,2022-11-22,8364,8364_大新熱炒
8534,https://www.google.com.tw/maps/place/%E7%AB%B9%E3%81%AE%E4%B8%BC%E9%A3%AF%E5%B1%8B/data=!4m7!3m6!1s0x3442a98aef2ef8e3:0xddb45733fe007d87!8m2!3d25.0134761!4d121.534734!16s%2Fg%2F1tk8l8q3!19sChIJ4_gu74qpQjQRh30A_jNXtN0?authuser=0&hl=zh-TW&rclk=1,竹の丼飯屋,4.2,食堂與定食餐廳,193.0,, 100台北市中正區羅斯福路四段92號8號攤位水源市場一樓,Plus Code: 2G7M+9V 中正區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 19:30; 星期三、11:00 到 14:00、17:00 到 19:30; 星期四、11:00 到 14:00、17:00 到 19:30; 星期五、11:00 到 14:00、17:00 到 19:30; 星期六、11:00 到 14:00、17:00 到 19:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,, 0981 987 638,,2022-11-22,8534,8534_竹の丼飯
8535,https://www.google.com.tw/maps/place/%E5%A3%B9%E4%B9%8B%E9%84%89%E6%8E%92%E9%AA%A8Yi-zhi-siang/data=!4m7!3m6!1s0x3442a98ae8f54629:0xa0adb019c10fdcda!8m2!3d25.0135237!4d121.534787!16s%2Fg%2F11fx8_dnr0!19sChIJKUb16IqpQjQR2twPwRmwraA?authuser=0&hl=zh-TW&rclk=1,壹之鄉排骨Yi-zhi-siang,4.7,食堂與定食餐廳,249.0,, 100台北市中正區羅斯福路四段92號水源市場1樓26號,Plus Code: 2G7M+CW 中正區 台北市,1,1,0,1,星期二、10:30 到 20:00; 星期三、10:30 到 20:00; 星期四、10:30 到 20:00; 星期五、10:30 到 20:00; 星期六、10:30 到 20:00; 星期日、10:30 到 20:00; 星期一、休息. 隱藏本週營業時間,, 02 2368 0878,,2022-11-22,8535,8535_壹之鄉排
8607,https://www.google.com.tw/maps/place/%E5%90%9B%E6%82%85%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442abc532a6a7db:0x15fcea3127a730b1!8m2!3d25.0426829!4d121.548482!16s%2Fg%2F11b6213h4m!19sChIJ26emMsWrQjQRsTCnJzHq_BU?authuser=0&hl=zh-TW&rclk=1,君悅排骨,3.9,食堂與定食餐廳,634.0,$$, 106台北市大安區敦化南路1段188號,Plus Code: 2GVX+39 大安區 台北市,1,1,0,1,星期二、10:45 到 20:30; 星期三、10:45 到 20:30; 星期四、10:45 到 20:30; 星期五、10:45 到 20:30; 星期六、10:45 到 20:30; 星期日、10:45 到 20:30; 星期一、10:45 到 20:30. 隱藏本週營業時間,, 02 8773 0935,,2022-11-22,8607,8607_君悅排骨
8609,https://www.google.com.tw/maps/place/%E5%B7%9D%E5%93%81%E6%8E%92%E9%AA%A8%E5%BA%97/data=!4m7!3m6!1s0x3442abdafc197559:0xbb8859dc8677f5d0!8m2!3d25.0436951!4d121.5459036!16s%2Fg%2F11bwbx8qlh!19sChIJWXUZ_NqrQjQR0PV3htxZiLs?authuser=0&hl=zh-TW&rclk=1,川品排骨店,3.6,食堂與定食餐廳,244.0,$, 106台北市大安區復興南路一段107巷41號,Plus Code: 2GVW+F9 大安區 台北市,1,1,0,1,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,, 02 2740 5852,,2022-11-22,8609,8609_川品排骨
8876,https://www.google.com.tw/maps/place/%E6%8B%8C%E6%8B%8C%E9%A3%AF+DONGMYO+BIBIMBAP/data=!4m7!3m6!1s0x3442ab286a7ee5ff:0x3e65d574ab6f66d1!8m2!3d25.0436153!4d121.5424608!16s%2Fg%2F11q9m893t3!19sChIJ_-V-aiirQjQR0WZvq3TVZT4?authuser=0&hl=zh-TW&rclk=1,拌拌飯 DONGMYO BIBIMBAP,4.7,小餐館 (Bistro),108.0,, 106台北市大安區復興南路一段122巷10號,Plus Code: 2GVR+CX 大安區 台北市,1,0,1,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 20:00; 星期一、11:00 到 20:00. 隱藏本週營業時間,, 02 2711 8327,,2022-11-22,8876,8876_拌拌飯 
9194,https://www.google.com.tw/maps/place/%E4%B8%8B%E7%94%BA%E9%A3%9F%E5%A0%82(%E5%85%AC%E4%BC%91%E6%88%96%E8%A9%B3%E7%B4%B0%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E8%AB%8B%E6%9F%A5%E8%A9%A2FB%E6%88%96IG)/data=!4m7!3m6!1s0x3442a9bd69f8cebf:0xc9b2854995fce284!8m2!3d25.0225952!4d121.5294102!16s%2Fg%2F11rqssm64q!19sChIJv874ab2pQjQRhOL8lUmFssk?authuser=0&hl=zh-TW&rclk=1,下町食堂(公休或詳細營業時間請查詢FB或IG),4.6,小餐館 (Bistro),114.0,, 106台北市大安區泰順街60巷29號,Plus Code: 2GFH+2Q 大安區 台北市,1,1,0,0,星期二、19:00 到 00:00; 星期三、19:00 到 00:00; 星期四、19:00 到 00:00; 星期五、19:00 到 00:00; 星期六、19:00 到 00:00; 星期日、19:00 到 00:00; 星期一、19:00 到 00:00. 隱藏本週營業時間,https://www.facebook.com/%E4%B8%8B%E7%94%BA%E9%A3%9F%E5%A0%82-%E3%81%97%E3%81%9F%E3%81%BE%E3%81%A1-%E3%81%97%E3%82%87%E3%81%8F%E3%81%A9%E3%81%86-102163332401325/, 02 2365 6135,,2022-11-22,9194,9194_下町食堂
9252,https://www.google.com.tw/maps/place/%E8%88%9E%E6%B6%BC%E9%BA%B5+%E5%BB%B6%E5%90%89%E5%BA%97/data=!4m7!3m6!1s0x3442abd2a1c23c87:0x6798b873eba31232!8m2!3d25.0423062!4d121.5538876!16s%2Fg%2F11pdfxf95j!19sChIJhzzCodKrQjQRMhKj63O4mGc?authuser=0&hl=zh-TW&rclk=1,舞涼麵 延吉店,4.8,小餐館 (Bistro),58.0,, 106台北市大安區延吉街70巷5弄3號1樓,Plus Code: 2HR3+WH 大安區 台北市,1,0,1,0,星期二、12:00 到 14:30、17:30 到 21:00; 星期三、12:00 到 14:30、17:30 到 21:00; 星期四、12:00 到 14:30、17:30 到 21:00; 星期五、12:00 到 14:30、17:30 到 21:00; 星期六、12:00 到 14:30、17:30 到 21:00; 星期日、休息; 星期一、12:00 到 14:30、17:30 到 21:00. 隱藏本週營業時間,https://www.facebook.com/dancingnoodlestw/, 02 8771 4450,,2022-11-22,9252,9252_舞涼麵 
9310,https://www.google.com.tw/maps/place/MOMO%E6%B5%B7%E8%8B%94%E9%A3%AF%E6%8D%B2%E5%8C%97%E7%A7%91%E5%A4%A7%E5%88%86%E5%BA%97/data=!4m7!3m6!1s0x3442abadab709cc3:0x3cf478933de31fcb!8m2!3d25.0435178!4d121.537739!16s%2Fg%2F11td9ybnfm!19sChIJw5xwq62rQjQRyx_jPZN49Dw?authuser=0&hl=zh-TW&rclk=1,MOMO海苔飯捲北科大分店,5.0,小餐館 (Bistro),13.0,, 106080台北市大安區建國南路一段81號,Plus Code: 2GVQ+C3 大安區 台北市,1,1,0,0,星期二、11:00 到 19:00; 星期三、11:00 到 19:00; 星期四、11:00 到 19:00; 星期五、11:00 到 19:00; 星期六、11:00 到 19:00; 星期日、休息; 星期一、11:00 到 19:00. 隱藏本週營業時間,, 0932 199 968,,2022-11-22,9310,9310_MOMO
9352,https://www.google.com.tw/maps/place/%E6%9E%97%E6%B0%8F%E8%B2%9D%E6%9E%9CLin's.bakery/data=!4m7!3m6!1s0x3442a993bcc999c1:0xa768156fc024fa95!8m2!3d25.0677998!4d121.535228!16s%2Fg%2F11m_y39svq!19sChIJwZnJvJOpQjQRlfokwG8VaKc?authuser=0&hl=zh-TW&rclk=1,林氏貝果Lin's.bakery,4.4,麵包圈店,84.0,, 104台北市中山區建國北路三段113巷31弄23號,Plus Code: 3G9P+43 中山區 台北市,1,1,0,0,星期二、休息; 星期三、休息; 星期四、休息; 星期五、14:00 到 19:00; 星期六、休息; 星期日、14:00 到 18:00; 星期一、休息. 隱藏本週營業時間,, 02 2518 5215,,2022-11-22,9352,9352_林氏貝果
9431,https://www.google.com.tw/maps/place/Sant%C3%A9+Lounge+%26+Bar/data=!4m7!3m6!1s0x3442abd3cbc371a9:0xc1edd744fa5b29!8m2!3d25.0350212!4d121.5452761!16s%2Fg%2F11b6p7kxlz!19sChIJqXHDy9OrQjQRKVv6RNftwQA?authuser=0&hl=zh-TW&rclk=1,Santé Lounge & Bar,4.5,小餐館 (Bistro),159.0,$$, 106台北市大安區復興南路一段295巷24號,Plus Code: 2GPW+24 大安區 台北市,1,0,0,0,星期二、14:00 到 00:00; 星期三、14:00 到 00:00; 星期四、14:00 到 00:00; 星期五、14:00 到 00:00; 星期六、14:00 到 00:00; 星期日、14:00 到 00:00; 星期一、休息. 隱藏本週營業時間,http://www.facebook.com/SanteLounge, 02 2707 0258,,2022-11-22,9431,9431_Sant
9496,https://www.google.com.tw/maps/place/%E9%9B%A8%E4%BA%BA%E9%BA%B5%E5%8C%85%E9%A4%90%E9%A4%A8+Rain+man+Boulangerie+Bistro/data=!4m7!3m6!1s0x3442abb928bede33:0x82b67a6925976480!8m2!3d25.0420091!4d121.5629875!16s%2Fg%2F1pzpkqd93!19sChIJM96-KLmrQjQRgGSXJWl6toI?authuser=0&hl=zh-TW&rclk=1,雨人麵包餐館 Rain man Boulangerie Bistro,4.4,小餐館 (Bistro),319.0,$$, 110台北市信義區忠孝東路四段553巷2弄3號,Plus Code: 2HR7+R5 信義區 台北市,1,1,0,0,星期二、09:00 到 16:00; 星期三、09:00 到 16:00; 星期四、09:00 到 16:00; 星期五、09:00 到 16:00; 星期六、09:00 到 16:00; 星期日、09:00 到 16:00; 星期一、休息. 隱藏本週營業時間,https://zh-tw.facebook.com/pages/Rain-man-Boulangerie-Bistro/476439632434031, 02 2764 2432,,2022-11-22,9496,9496_雨人麵包
9566,https://www.google.com.tw/maps/place/%E9%A3%BD%E8%B2%9D+bo'bagel+-+%E8%B2%9D%E6%9E%9C%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442abd65691eebf:0x59368c5ef4e178a5!8m2!3d25.0423246!4d121.5629784!16s%2Fg%2F11jg64hndh!19sChIJv-6RVtarQjQRpXjh9F6MNlk?authuser=0&hl=zh-TW&rclk=1,飽貝 bo'bagel - 貝果專賣店,4.3,麵包圈店,392.0,, 110台北市信義區忠孝東路四段553巷6弄3號,Plus Code: 2HR7+W5 信義區 台北市,1,1,0,1,星期二、08:00 到 19:30; 星期三、08:00 到 19:30; 星期四、08:00 到 19:30; 星期五、08:00 到 19:30; 星期六、09:00 到 19:00; 星期日、09:00 到 19:00; 星期一、08:00 到 19:30. 隱藏本週營業時間,http://www.facebook.com/bobagel.tw, 02 8786 2086,,2022-11-22,9566,9566_飽貝 b
9647,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%88%B6%E5%B1%8B%E9%81%A0%E7%99%BE%E5%AF%B6%E6%85%B6%E5%BA%97/data=!4m7!3m6!1s0x3442a90a2e0eace5:0xcb0434704135cee9!8m2!3d25.0414776!4d121.5089709!16s%2Fg%2F1th54pr8!19sChIJ5awOLgqpQjQR6c41QXA0BMs?authuser=0&hl=zh-TW&rclk=1,大戶屋遠百寶慶店,4.2,食堂與定食餐廳,713.0,$$, 100台北市中正區寶慶路32號B1,Plus Code: 2GR5+HH 中正區 台北市,1,1,0,0,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,http://www.ootoya.com.tw/, 02 2382 2122,,2022-11-22,9647,9647_大戶屋遠
9945,https://www.google.com.tw/maps/place/Bacco+%E7%A7%81%E5%BB%9A%E5%B0%8F%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a94afeb7113b:0x277eb52c4e794933!8m2!3d25.041515!4d121.5291839!16s%2Fg%2F11j5hsjjwl!19sChIJOxG3_kqpQjQRM0l5Tiy1fic?authuser=0&hl=zh-TW&rclk=1,Bacco 私廚小酒館,4.5,小餐館 (Bistro),14.0,, 100台北市中正區金山南路一段46號,Plus Code: 2GRH+JM 中正區 台北市,1,1,0,0,星期二、11:00 到 23:58; 星期三、11:00 到 23:58; 星期四、11:00 到 23:58; 星期五、11:00 到 23:58; 星期六、11:00 到 23:58; 星期日、休息; 星期一、休息. 隱藏本週營業時間,, 02 2394 5958,,2022-11-22,9945,9945_Bacc
10057,https://www.google.com.tw/maps/place/%E7%AD%89%E4%B8%80%E4%B8%8BPasta/data=!4m7!3m6!1s0x3442a9f35a5a878f:0x8a9af9deb64bd699!8m2!3d25.0265022!4d121.5231933!16s%2Fg%2F11jqgckqwl!19sChIJj4daWvOpQjQRmdZLtt75moo?authuser=0&hl=zh-TW&rclk=1,等一下Pasta,5.0,小餐館 (Bistro),12.0,, 106台北市大安區羅斯福路二段75之5號1樓,Plus Code: 2GGF+J7 大安區 台北市,1,1,0,1,星期二、09:30 到 17:00; 星期三、09:30 到 17:00; 星期四、09:30 到 17:00; 星期五、09:30 到 17:00; 星期六、09:30 到 17:00; 星期日、08:30 到 16:30; 星期一、休息. 隱藏本週營業時間,http://www.instagram.com/wait_pasta/, 0907 331 169,,2022-11-22,10057,10057_等一下P
10165,https://www.google.com.tw/maps/place/%E8%8F%AF%E8%BB%92%E6%8E%92%E9%AA%A8%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a985fded6cb1:0xed8d0312e1a00f16!8m2!3d25.0239377!4d121.5312472!16s%2Fg%2F1vyn1klx!19sChIJsWzt_YWpQjQRFg-g4RIDje0?authuser=0&hl=zh-TW&rclk=1,華軒排骨專賣店,3.5,食堂與定食餐廳,102.0,$, 106台北市大安區泰順街42之1號,Plus Code: 2GFJ+HF 大安區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、11:00 到 14:00; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 20:00. 隱藏本週營業時間,, 02 2369 5708,,2022-11-22,10165,10165_華軒排骨
10175,https://www.google.com.tw/maps/place/%E3%B3%B8%E9%A3%9F%E9%96%93%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a95a0b0467a9:0xf7add627327115a!8m2!3d25.0248628!4d121.5318093!16s%2Fg%2F11jlfp59l6!19sChIJqWcEC1qpQjQRWhEnc2Ldeg8?authuser=0&hl=zh-TW&rclk=1,㳸食間食堂,4.7,食堂與定食餐廳,66.0,, 106台北市大安區溫州街18巷15-1號,Plus Code: 2GFJ+WP 大安區 台北市,1,0,1,0,星期二、11:30 到 14:00、17:00 到 19:30; 星期三、11:30 到 14:00、17:00 到 19:30; 星期四、11:30 到 14:00、17:00 到 19:30; 星期五、11:30 到 14:00、17:00 到 19:30; 星期六、11:30 到 14:00、17:00 到 19:30; 星期日、11:30 到 14:00、17:00 到 19:30; 星期一、休息. 隱藏本週營業時間,https://m.facebook.com/taipei0988956005/, 02 2366 1574,,2022-11-22,10175,10175_㳸食間食
10239,https://www.google.com.tw/maps/place/%E5%A5%BD%E4%B8%98+On+The+Road%E5%9C%A8%E8%B7%AF%E4%B8%8A(%E6%9D%B1%E9%96%80%E5%BA%97)/data=!4m7!3m6!1s0x3442a95994d3d139:0x216e445867801cc9!8m2!3d25.0304578!4d121.525813!16s%2Fg%2F11t7mrppzq!19sChIJOdHTlFmpQjQRyRyAZ1hEbiE?authuser=0&hl=zh-TW&rclk=1,好丘 On The Road在路上(東門店),4.4,麵包圈店,38.0,, 10641台北市大安區金華街161號,Plus Code: 2GJG+58 大安區 台北市,1,1,0,0,星期二、10:00 到 20:00; 星期三、10:00 到 20:00; 星期四、10:00 到 20:00; 星期五、10:00 到 20:00; 星期六、10:00 到 20:00; 星期日、10:00 到 20:00; 星期一、10:00 到 20:00. 隱藏本週營業時間,https://lihi2.cc/ZMBDf, 0909 537 995,,2022-11-22,10239,10239_好丘 O
10323,https://www.google.com.tw/maps/place/%E9%9D%92%E5%9C%92%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a9bba3ae6269:0x33d420ad8bbe418d!8m2!3d25.0262152!4d121.506887!16s%2Fg%2F1tdqxdxs!19sChIJaWKuo7upQjQRjUG-i60g1DM?authuser=0&hl=zh-TW&rclk=1,青園食堂,4.1,食堂與定食餐廳,269.0,$$, 108台北市萬華區中華路二段498巷23號,Plus Code: 2GG4+FQ 萬華區 台北市,1,1,0,0,星期二、11:30 到 14:00、17:00 到 20:30; 星期三、11:30 到 14:00、17:00 到 20:30; 星期四、11:30 到 14:00、17:00 到 20:30; 星期五、11:30 到 14:00、17:00 到 20:30; 星期六、11:30 到 14:00、17:00 到 20:30; 星期日、11:30 到 14:00、17:00 到 20:30; 星期一、11:30 到 14:00、17:00 到 20:30. 隱藏本週營業時間,https://www.facebook.com/%E9%9D%92%E5%9C%92%E9%A3%9F%E5%A0%82-230436026975558/, 02 2332 1858,,2022-11-22,10323,10323_青園食堂
10354,https://www.google.com.tw/maps/place/%E5%AE%9A%E9%A3%9F8-%E5%8D%97%E9%96%80%E5%BA%97/data=!4m7!3m6!1s0x3442a99eea9bf82d:0x57a5cf9ad4598ef0!8m2!3d25.0332444!4d121.5181789!16s%2Fg%2F1vzqpzds!19sChIJLfib6p6pQjQR8I5Z1JrPpVc?authuser=0&hl=zh-TW&rclk=1,定食8-南門店,3.9,食堂與定食餐廳,1628.0,$$, 100台北市中正區林森南路142號2樓,Plus Code: 2GM9+77 中正區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://www.sushiexpress.com.tw/teishoku8/index, 02 2356 3608,,2022-11-22,10354,10354_定食8-
10415,https://www.google.com.tw/maps/place/%E4%BD%B3%E5%A5%87%E7%87%92%E7%83%A4%E9%A3%AF/data=!4m7!3m6!1s0x3442a98c721001df:0x48a946afd0d270a9!8m2!3d25.0167759!4d121.530622!16s%2Fg%2F11bbrj2g0b!19sChIJ3wEQcoypQjQRqXDS0K9GqUg?authuser=0&hl=zh-TW&rclk=1,佳奇燒烤飯,3.5,食堂與定食餐廳,72.0,$, 100台北市中正區羅斯福路三段244巷11號,Plus Code: 2G8J+P6 中正區 台北市,1,1,0,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 20:30. 隱藏本週營業時間,, 02 2364 8233,,2022-11-22,10415,10415_佳奇燒烤
10472,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%B0%B4%E5%85%83/data=!4m7!3m6!1s0x3442a98ae7f43551:0xe11b4a3d5f5fec31!8m2!3d25.0134438!4d121.534787!16s%2Fg%2F11c1wy7s6y!19sChIJUTX054qpQjQRMexfXz1KG-E?authuser=0&hl=zh-TW&rclk=1,大水元,3.9,食堂與定食餐廳,239.0,$, 106台北市大安區羅斯福路四段92號,Plus Code: 2G7M+9W 大安區 台北市,1,1,0,0,星期二、10:00 到 19:00; 星期三、10:00 到 19:00; 星期四、10:00 到 19:00; 星期五、10:00 到 19:00; 星期六、10:00 到 19:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,, 0978 512 566,,2022-11-22,10472,10472_大水元
10550,https://www.google.com.tw/maps/place/%E8%B6%8A%E5%8D%97%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442ab3366f31323:0xab1674a16690ac4c!8m2!3d25.0184895!4d121.5508171!16s%2Fg%2F11pcmhkq02!19sChIJIxPzZjOrQjQRTKyQZqF0Fqs?authuser=0&hl=zh-TW&rclk=1,越南美食,4.4,小餐館 (Bistro),16.0,, 106台北市大安區臥龍街145號,Plus Code: 2H92+98 大安區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 20:30; 星期三、11:00 到 14:00、17:00 到 20:30; 星期四、11:00 到 14:00、17:00 到 20:30; 星期五、11:00 到 14:00、17:00 到 20:30; 星期六、11:00 到 14:00、17:00 到 20:30; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 20:30. 隱藏本週營業時間,, 0934 039 410,,2022-11-22,10550,10550_越南美食
10643,https://www.google.com.tw/maps/place/%E9%87%91%E6%9E%9C%E7%95%B0%E5%9C%8B%E5%B0%8F%E5%90%83%EF%BC%88%E9%A0%90%E7%B4%84%E5%88%B6%EF%BC%89/data=!4m7!3m6!1s0x3442abb33cb8c58b:0xbde8b34b3354a18e!8m2!3d25.0048745!4d121.5384504!16s%2Fg%2F11fp81db1s!19sChIJi8W4PLOrQjQRjqFUM0uz6L0?authuser=0&hl=zh-TW&rclk=1,金果異國小吃（預約制）,4.8,葷食餐廳,52.0,, 116台北市文山區公館街1號,Plus Code: 2G3Q+W9 文山區 台北市,1,1,0,1,星期二、17:00 到 19:00; 星期三、17:00 到 19:00; 星期四、17:00 到 19:00; 星期五、17:00 到 19:00; 星期六、休息; 星期日、休息; 星期一、17:00 到 19:00. 隱藏本週營業時間,, 0910 081 193,,2022-11-22,10643,10643_金果異國
10678,https://www.google.com.tw/maps/place/Say+Yo+Bar+%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x346821569bae8049:0x5a57ae6aa9b4f8eb!8m2!3d25.0217094!4d121.5424078!16s%2Fg%2F11j1szgytw!19sChIJSYCum1YhaDQR6_i0qWquV1o?authuser=0&hl=zh-TW&rclk=1,Say Yo Bar 酒吧,4.9,小餐館 (Bistro),80.0,, 106台北市大安區辛亥路二段207號,Plus Code: 2GCR+MX 大安區 台北市,1,0,0,0,星期二、休息; 星期三、休息; 星期四、休息; 星期五、20:00 到 00:00; 星期六、20:00 到 00:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,,,,2022-11-22,10678,10678_Say 
10695,https://www.google.com.tw/maps/place/%E7%87%92%E9%85%92%E6%B7%B1%E5%A4%9C%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442ab484b5ac9c9:0xe9ca1e1edfa6bf49!8m2!3d25.0002526!4d121.5554689!16s%2Fg%2F11h5l3x44p!19sChIJyclaS0irQjQRSb-m3x4eyuk?authuser=0&hl=zh-TW&rclk=1,燒酒深夜食堂,4.3,小餐館 (Bistro),206.0,$$, 11696台北市文山區興隆路三段36巷3號1樓,Plus Code: 2H24+45 文山區 台北市,1,0,0,1,星期二、18:00 到 00:00; 星期三、18:00 到 00:00; 星期四、18:00 到 00:00; 星期五、18:00 到 01:00; 星期六、18:00 到 01:00; 星期日、18:00 到 00:00; 星期一、休息. 隱藏本週營業時間,, 02 2931 2067,,2022-11-22,10695,10695_燒酒深夜
10698,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%88%B6%E5%B1%8B%E7%BE%8E%E9%BA%97%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442ac12ff0ec639:0xa04c19457bc57e8c!8m2!3d25.0832583!4d121.557075!16s%2Fg%2F1tg7pq8t!19sChIJOcYO_xKsQjQRjH7Fe0UZTKA?authuser=0&hl=zh-TW&rclk=1,大戶屋美麗華店,4.2,食堂與定食餐廳,829.0,$$, 10491台北市中山區敬業三路20號B1,Plus Code: 3HM4+8R 中山區 台北市,1,1,0,0,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,http://www.ootoya.com.tw/, 02 8501 2772,,2022-11-22,10698,10698_大戶屋美
10801,https://www.google.com.tw/maps/place/%E9%A8%8E%E5%A3%AB%E7%A2%81ChessChicken-%E9%9B%9E%E6%8E%92%E5%B0%88%E8%B3%A3%E5%BA%97+%E5%B8%AB%E5%A4%A7%E7%B8%BD%E5%BA%97/data=!4m7!3m6!1s0x3442a9e6b1d8b567:0x1a8db58fe4bbaba9!8m2!3d25.0241773!4d121.5290951!16s%2Fg%2F11qnztq1v9!19sChIJZ7XYseapQjQRqau75I-1jRo?authuser=0&hl=zh-TW&rclk=1,騎士碁ChessChicken-雞排專賣店 師大總店,4.5,小餐館 (Bistro),120.0,, 106台北市大安區師大路49巷10號,Plus Code: 2GFH+MJ 大安區 台北市,1,0,1,1,星期二、休息; 星期三、16:00 到 23:00; 星期四、16:00 到 23:00; 星期五、16:00 到 23:00; 星期六、休息; 星期日、休息; 星期一、16:00 到 23:00. 隱藏本週營業時間,https://www.facebook.com/chesschicken666/, 02 2369 7885,,2022-11-22,10801,10801_騎士碁C
